cantidad;Product ID;Cliente ID;Fecha;Envío;Método de pago;Recargo;Orden ID; Precio ;Orden; Mas envio ;Mas recargo;Precio Final
16;P070;C189;5/7/2025;No;Efectivo;No; O0347 ; $ 4.442 ; $ 71.074 ; $ -   ; $ -   ; $ 71.074 
10;P094;C189;11/7/2025;Si;Efectivo;No; O0686 ; $ 6.151 ; $ 61.507 ; $ 2.000 ; $ -   ; $ 63.507 
5;P074;C189;12/7/2025;No;Efectivo;No; O0795 ; $ 1.879 ; $ 9.397 ; $ -   ; $ -   ; $ 9.397 
10;P038;C189;14/7/2025;Si;Efectivo;No; O0951 ; $ 5.980 ; $ 59.798 ; $ 2.000 ; $ -   ; $ 61.798 
9;P120;C189;15/7/2025;Si;Efectivo;No; O0983 ; $ 5.467 ; $ 49.205 ; $ 2.000 ; $ -   ; $ 51.205 
20;P095;C189;26/7/2025;No;Efectivo;No; O1702 ; $ 4.271 ; $ 85.426 ; $ -   ; $ -   ; $ 85.426 
9;P064;C189;26/7/2025;Si;Efectivo;No; O1707 ; $ 5.126 ; $ 46.130 ; $ 2.000 ; $ -   ; $ 48.130 
14;P055;C189;28/7/2025;Si;Credito;Si; O1859 ; $ 3.417 ; $ 47.839 ; $ 2.000 ; $ 2.392 ; $ 52.230 
9;P116;C189;29/7/2025;Si;Efectivo;No; O1873 ; $ 3.930 ; $ 35.366 ; $ 2.000 ; $ -   ; $ 37.366 
8;P115;C189;30/7/2025;No;Efectivo;No; O1943 ; $ 3.930 ; $ 31.437 ; $ -   ; $ -   ; $ 31.437 
19;P138;C190;6/7/2025;Si;Efectivo;No; O0359 ; $ 6.492 ; $ 123.355 ; $ 2.000 ; $ -   ; $ 125.355 
20;P058;C190;10/7/2025;No;Efectivo;No; O0627 ; $ 3.417 ; $ 68.341 ; $ -   ; $ -   ; $ 68.341 
4;P011;C190;10/7/2025;Si;Efectivo;No; O0630 ; $ 3.759 ; $ 15.035 ; $ 2.000 ; $ -   ; $ 17.035 
18;P104;C190;11/7/2025;Si;Efectivo;No; O0719 ; $ 5.809 ; $ 104.561 ; $ 2.000 ; $ -   ; $ 106.561 
10;P116;C190;19/7/2025;Si;Efectivo;No; O1275 ; $ 3.930 ; $ 39.296 ; $ 2.000 ; $ -   ; $ 41.296 
15;P096;C190;24/7/2025;Si;Efectivo;No; O1575 ; $ 4.271 ; $ 64.069 ; $ 2.000 ; $ -   ; $ 66.069 
20;P028;C190;28/7/2025;Si;Efectivo;No; O1825 ; $ 5.980 ; $ 119.596 ; $ 2.000 ; $ -   ; $ 121.596 
15;P097;C190;28/7/2025;No;Efectivo;No; O1853 ; $ 4.271 ; $ 64.069 ; $ -   ; $ -   ; $ 64.069 
4;P117;C190;29/7/2025;No;Efectivo;No; O1891 ; $ 5.467 ; $ 21.869 ; $ -   ; $ -   ; $ 21.869 
5;P063;C190;29/7/2025;Si;Efectivo;No; O1924 ; $ 5.126 ; $ 25.628 ; $ 2.000 ; $ -   ; $ 27.628 
5;P139;C191;3/7/2025;Si;Efectivo;No; O0179 ; $ 6.492 ; $ 32.462 ; $ 2.000 ; $ -   ; $ 34.462 
16;P051;C191;5/7/2025;No;Efectivo;No; O0321 ; $ 2.050 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
2;P128;C191;10/7/2025;Si;Efectivo;No; O0628 ; $ 4.100 ; $ 8.201 ; $ 2.000 ; $ -   ; $ 10.201 
4;P132;C191;10/7/2025;Si;Efectivo;No; O0672 ; $ 4.271 ; $ 17.085 ; $ 2.000 ; $ -   ; $ 19.085 
3;P081;C191;20/7/2025;No;Efectivo;No; O1351 ; $ 5.980 ; $ 17.939 ; $ -   ; $ -   ; $ 17.939 
12;P095;C192;1/7/2025;Si;Efectivo;No; O0019 ; $ 4.271 ; $ 51.256 ; $ 2.000 ; $ -   ; $ 53.256 
6;P120;C192;1/7/2025;Si;Efectivo;No; O0033 ; $ 5.467 ; $ 32.804 ; $ 2.000 ; $ -   ; $ 34.804 
19;P004;C192;2/7/2025;No;Efectivo;No; O0092 ; $ 2.050 ; $ 38.954 ; $ -   ; $ -   ; $ 38.954 
19;P139;C192;11/7/2025;Si;Efectivo;No; O0746 ; $ 6.492 ; $ 123.355 ; $ 2.000 ; $ -   ; $ 125.355 
1;P109;C192;12/7/2025;No;Efectivo;No; O0817 ; $ 2.221 ; $ 2.221 ; $ -   ; $ -   ; $ 2.221 
5;P062;C192;13/7/2025;Si;Efectivo;No; O0865 ; $ 5.126 ; $ 25.628 ; $ 2.000 ; $ -   ; $ 27.628 
11;P018;C192;14/7/2025;No;Efectivo;No; O0899 ; $ 5.980 ; $ 65.778 ; $ -   ; $ -   ; $ 65.778 
14;P047;C192;21/7/2025;No;Credito;Si; O1416 ; $ 2.050 ; $ 28.703 ; $ -   ; $ 1.435 ; $ 30.138 
11;P026;C192;25/7/2025;No;Efectivo;No; O1679 ; $ 5.126 ; $ 56.381 ; $ -   ; $ -   ; $ 56.381 
2;P004;C193;1/7/2025;Si;Efectivo;No; O0017 ; $ 2.050 ; $ 4.100 ; $ 2.000 ; $ -   ; $ 6.100 
2;P026;C193;1/7/2025;No;Efectivo;No; O0035 ; $ 5.126 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
2;P101;C193;4/7/2025;Si;Efectivo;No; O0228 ; $ 2.392 ; $ 4.784 ; $ 2.000 ; $ -   ; $ 6.784 
6;P093;C193;22/7/2025;No;Credito;Si; O1489 ; $ 5.126 ; $ 30.753 ; $ -   ; $ 1.538 ; $ 32.291 
4;P031;C194;2/7/2025;Si;Efectivo;No; O0132 ; $ 2.392 ; $ 9.568 ; $ 2.000 ; $ -   ; $ 11.568 
18;P048;C194;3/7/2025;Si;Efectivo;No; O0180 ; $ 2.050 ; $ 36.904 ; $ 2.000 ; $ -   ; $ 38.904 
7;P052;C194;6/7/2025;Si;Efectivo;No; O0376 ; $ 2.050 ; $ 14.352 ; $ 2.000 ; $ -   ; $ 16.352 
2;P144;C194;7/7/2025;Si;Efectivo;No; O0430 ; $ 3.930 ; $ 7.859 ; $ 2.000 ; $ -   ; $ 9.859 
15;P062;C194;7/7/2025;No;Efectivo;No; O0445 ; $ 5.126 ; $ 76.883 ; $ -   ; $ -   ; $ 76.883 
9;P085;C194;9/7/2025;Si;Credito;Si; O0547 ; $ 5.126 ; $ 46.130 ; $ 2.000 ; $ 2.306 ; $ 50.436 
12;P007;C194;19/7/2025;No;Credito;Si; O1272 ; $ 1.709 ; $ 20.502 ; $ -   ; $ 1.025 ; $ 21.527 
20;P046;C194;20/7/2025;Si;Efectivo;No; O1324 ; $ 2.050 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
3;P147;C194;26/7/2025;Si;Efectivo;No; O1726 ; $ 5.126 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
6;P021;C194;26/7/2025;Si;Credito;Si; O1735 ; $ 2.392 ; $ 14.352 ; $ 2.000 ; $ 718 ; $ 17.069 
17;P012;C194;27/7/2025;Si;Efectivo;No; O1779 ; $ 5.126 ; $ 87.134 ; $ 2.000 ; $ -   ; $ 89.134 
9;P102;C194;28/7/2025;No;Efectivo;No; O1863 ; $ 4.613 ; $ 41.517 ; $ -   ; $ -   ; $ 41.517 
7;P119;C195;4/7/2025;No;Efectivo;No; O0256 ; $ 5.467 ; $ 38.271 ; $ -   ; $ -   ; $ 38.271 
20;P056;C195;8/7/2025;Si;Efectivo;No; O0488 ; $ 3.417 ; $ 68.341 ; $ 2.000 ; $ -   ; $ 70.341 
2;P078;C195;15/7/2025;No;Credito;Si; O0996 ; $ 5.126 ; $ 10.251 ; $ -   ; $ 513 ; $ 10.764 
7;P118;C196;2/7/2025;No;Efectivo;No; O0075 ; $ 5.467 ; $ 38.271 ; $ -   ; $ -   ; $ 38.271 
19;P021;C196;7/7/2025;No;Efectivo;No; O0470 ; $ 2.392 ; $ 45.447 ; $ -   ; $ -   ; $ 45.447 
17;P149;C196;9/7/2025;Si;Efectivo;No; O0603 ; $ 5.296 ; $ 90.039 ; $ 2.000 ; $ -   ; $ 92.039 
18;P026;C196;11/7/2025;No;Credito;Si; O0721 ; $ 5.126 ; $ 92.260 ; $ -   ; $ 4.613 ; $ 96.873 
19;P078;C196;18/7/2025;Si;Efectivo;No; O1207 ; $ 5.126 ; $ 97.386 ; $ 2.000 ; $ -   ; $ 99.386 
8;P120;C196;18/7/2025;Si;Efectivo;No; O1219 ; $ 5.467 ; $ 43.738 ; $ 2.000 ; $ -   ; $ 45.738 
18;P121;C196;18/7/2025;Si;Efectivo;No; O1232 ; $ 2.734 ; $ 49.205 ; $ 2.000 ; $ -   ; $ 51.205 
3;P149;C196;20/7/2025;Si;Credito;Si; O1343 ; $ 5.296 ; $ 15.889 ; $ 2.000 ; $ 794 ; $ 18.684 
17;P146;C196;20/7/2025;Si;Efectivo;No; O1369 ; $ 4.442 ; $ 75.517 ; $ 2.000 ; $ -   ; $ 77.517 
11;P104;C196;22/7/2025;No;Efectivo;No; O1501 ; $ 5.809 ; $ 63.899 ; $ -   ; $ -   ; $ 63.899 
10;P027;C196;30/7/2025;No;Efectivo;No; O1965 ; $ 5.980 ; $ 59.798 ; $ -   ; $ -   ; $ 59.798 
4;P030;C197;1/7/2025;Si;Credito;Si; O0045 ; $ 2.050 ; $ 8.201 ; $ 2.000 ; $ 410 ; $ 10.611 
9;P147;C197;2/7/2025;Si;Efectivo;No; O0086 ; $ 5.126 ; $ 46.130 ; $ 2.000 ; $ -   ; $ 48.130 
18;P078;C197;6/7/2025;No;Credito;Si; O0354 ; $ 5.126 ; $ 92.260 ; $ -   ; $ 4.613 ; $ 96.873 
4;P137;C197;6/7/2025;Si;Efectivo;No; O0409 ; $ 6.492 ; $ 25.969 ; $ 2.000 ; $ -   ; $ 27.969 
14;P109;C197;6/7/2025;No;Credito;Si; O0416 ; $ 2.221 ; $ 31.095 ; $ -   ; $ 1.555 ; $ 32.650 
3;P139;C197;12/7/2025;No;Credito;Si; O0766 ; $ 6.492 ; $ 19.477 ; $ -   ; $ 974 ; $ 20.451 
13;P008;C197;12/7/2025;Si;Efectivo;No; O0794 ; $ 3.075 ; $ 39.979 ; $ 2.000 ; $ -   ; $ 41.979 
18;P122;C197;20/7/2025;No;Efectivo;No; O1361 ; $ 2.734 ; $ 49.205 ; $ -   ; $ -   ; $ 49.205 
2;P146;C197;21/7/2025;No;Credito;Si; O1428 ; $ 4.442 ; $ 8.884 ; $ -   ; $ 444 ; $ 9.329 
8;P050;C197;25/7/2025;Si;Efectivo;No; O1635 ; $ 2.050 ; $ 16.402 ; $ 2.000 ; $ -   ; $ 18.402 
13;P084;C197;27/7/2025;No;Credito;Si; O1800 ; $ 5.126 ; $ 66.632 ; $ -   ; $ 3.332 ; $ 69.964 
13;P004;C198;1/7/2025;No;Efectivo;No; O0006 ; $ 2.050 ; $ 26.653 ; $ -   ; $ -   ; $ 26.653 
3;P148;C198;6/7/2025;No;Efectivo;No; O0367 ; $ 5.296 ; $ 15.889 ; $ -   ; $ -   ; $ 15.889 
6;P032;C198;11/7/2025;Si;Credito;Si; O0726 ; $ 2.563 ; $ 15.377 ; $ 2.000 ; $ 769 ; $ 18.145 
15;P013;C198;12/7/2025;Si;Efectivo;No; O0772 ; $ 5.126 ; $ 76.883 ; $ 2.000 ; $ -   ; $ 78.883 
2;P027;C198;12/7/2025;Si;Efectivo;No; O0775 ; $ 5.980 ; $ 11.960 ; $ 2.000 ; $ -   ; $ 13.960 
5;P046;C198;27/7/2025;No;Efectivo;No; O1769 ; $ 2.050 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
4;P036;C199;8/7/2025;Si;Credito;Si; O0505 ; $ 5.126 ; $ 20.502 ; $ 2.000 ; $ 1.025 ; $ 23.527 
19;P094;C199;8/7/2025;No;Efectivo;No; O0511 ; $ 6.151 ; $ 116.863 ; $ -   ; $ -   ; $ 116.863 
3;P071;C199;8/7/2025;Si;Credito;Si; O0517 ; $ 4.442 ; $ 13.326 ; $ 2.000 ; $ 666 ; $ 15.993 
16;P102;C199;19/7/2025;No;Efectivo;No; O1270 ; $ 4.613 ; $ 73.808 ; $ -   ; $ -   ; $ 73.808 
4;P080;C199;20/7/2025;Si;Credito;Si; O1336 ; $ 5.980 ; $ 23.919 ; $ 2.000 ; $ 1.196 ; $ 27.115 
6;P033;C199;27/7/2025;Si;Credito;Si; O1752 ; $ 2.563 ; $ 15.377 ; $ 2.000 ; $ 769 ; $ 18.145 
14;P114;C199;27/7/2025;Si;Credito;Si; O1782 ; $ 3.930 ; $ 55.014 ; $ 2.000 ; $ 2.751 ; $ 59.765 
18;P128;C199;28/7/2025;No;Efectivo;No; O1838 ; $ 4.100 ; $ 73.808 ; $ -   ; $ -   ; $ 73.808 
13;P071;C199;29/7/2025;Si;Efectivo;No; O1919 ; $ 4.442 ; $ 57.748 ; $ 2.000 ; $ -   ; $ 59.748 
19;P134;C200;1/7/2025;Si;Credito;Si; O0044 ; $ 4.271 ; $ 81.155 ; $ 2.000 ; $ 4.058 ; $ 87.212 
5;P088;C200;9/7/2025;No;Efectivo;No; O0550 ; $ 1.709 ; $ 8.543 ; $ -   ; $ -   ; $ 8.543 
19;P073;C200;13/7/2025;No;Efectivo;No; O0829 ; $ 4.442 ; $ 84.401 ; $ -   ; $ -   ; $ 84.401 
20;P051;C200;18/7/2025;Si;Efectivo;No; O1205 ; $ 2.050 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
15;P022;C200;22/7/2025;Si;Efectivo;No; O1473 ; $ 2.563 ; $ 38.442 ; $ 2.000 ; $ -   ; $ 40.442 
16;P137;C200;25/7/2025;Si;Efectivo;No; O1654 ; $ 6.492 ; $ 103.878 ; $ 2.000 ; $ -   ; $ 105.878 
9;P071;C200;27/7/2025;Si;Credito;Si; O1767 ; $ 4.442 ; $ 39.979 ; $ 2.000 ; $ 1.999 ; $ 43.978 
12;P096;C200;30/7/2025;Si;Efectivo;No; O1945 ; $ 4.271 ; $ 51.256 ; $ 2.000 ; $ -   ; $ 53.256 
3;P118;C201;3/7/2025;No;Efectivo;No; O0185 ; $ 5.467 ; $ 16.402 ; $ -   ; $ -   ; $ 16.402 
16;P069;C201;4/7/2025;Si;Efectivo;No; O0273 ; $ 4.442 ; $ 71.074 ; $ 2.000 ; $ -   ; $ 73.074 
8;P053;C201;9/7/2025;Si;Efectivo;No; O0567 ; $ 2.050 ; $ 16.402 ; $ 2.000 ; $ -   ; $ 18.402 
8;P087;C201;10/7/2025;Si;Efectivo;No; O0651 ; $ 5.980 ; $ 47.839 ; $ 2.000 ; $ -   ; $ 49.839 
12;P100;C201;10/7/2025;Si;Credito;Si; O0673 ; $ 2.392 ; $ 28.703 ; $ 2.000 ; $ 1.435 ; $ 32.138 
16;P055;C201;11/7/2025;No;Efectivo;No; O0747 ; $ 3.417 ; $ 54.673 ; $ -   ; $ -   ; $ 54.673 
2;P072;C201;14/7/2025;No;Efectivo;No; O0936 ; $ 4.442 ; $ 8.884 ; $ -   ; $ -   ; $ 8.884 
14;P099;C201;17/7/2025;Si;Credito;Si; O1142 ; $ 4.271 ; $ 59.798 ; $ 2.000 ; $ 2.990 ; $ 64.788 
16;P070;C201;18/7/2025;No;Credito;Si; O1189 ; $ 4.442 ; $ 71.074 ; $ -   ; $ 3.554 ; $ 74.628 
15;P007;C201;23/7/2025;No;Efectivo;No; O1551 ; $ 1.709 ; $ 25.628 ; $ -   ; $ -   ; $ 25.628 
13;P126;C201;27/7/2025;Si;Efectivo;No; O1794 ; $ 4.100 ; $ 53.306 ; $ 2.000 ; $ -   ; $ 55.306 
9;P054;C201;29/7/2025;Si;Efectivo;No; O1910 ; $ 3.417 ; $ 30.753 ; $ 2.000 ; $ -   ; $ 32.753 
14;P009;C201;30/7/2025;Si;Efectivo;No; O1964 ; $ 3.075 ; $ 43.055 ; $ 2.000 ; $ -   ; $ 45.055 
6;P057;C202;12/7/2025;Si;Credito;Si; O0800 ; $ 3.417 ; $ 20.502 ; $ 2.000 ; $ 1.025 ; $ 23.527 
7;P072;C202;15/7/2025;Si;Credito;Si; O1029 ; $ 4.442 ; $ 31.095 ; $ 2.000 ; $ 1.555 ; $ 34.650 
16;P087;C202;26/7/2025;No;Credito;Si; O1690 ; $ 5.980 ; $ 95.677 ; $ -   ; $ 4.784 ; $ 100.461 
2;P064;C202;27/7/2025;No;Efectivo;No; O1790 ; $ 5.126 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
18;P103;C202;29/7/2025;Si;Efectivo;No; O1870 ; $ 4.613 ; $ 83.034 ; $ 2.000 ; $ -   ; $ 85.034 
18;P052;C203;2/7/2025;No;Credito;Si; O0088 ; $ 2.050 ; $ 36.904 ; $ -   ; $ 1.845 ; $ 38.749 
14;P100;C203;8/7/2025;No;Credito;Si; O0541 ; $ 2.392 ; $ 33.487 ; $ -   ; $ 1.674 ; $ 35.161 
9;P008;C203;13/7/2025;Si;Credito;Si; O0879 ; $ 3.075 ; $ 27.678 ; $ 2.000 ; $ 1.384 ; $ 31.062 
1;P092;C203;24/7/2025;No;Credito;Si; O1602 ; $ 5.126 ; $ 5.126 ; $ -   ; $ 256 ; $ 5.382 
15;P109;C203;28/7/2025;No;Efectivo;No; O1826 ; $ 2.221 ; $ 33.316 ; $ -   ; $ -   ; $ 33.316 
7;P065;C204;1/7/2025;No;Efectivo;No; O0055 ; $ 5.126 ; $ 35.879 ; $ -   ; $ -   ; $ 35.879 
12;P119;C204;7/7/2025;No;Credito;Si; O0474 ; $ 5.467 ; $ 65.607 ; $ -   ; $ 3.280 ; $ 68.887 
16;P082;C204;17/7/2025;Si;Efectivo;No; O1128 ; $ 1.879 ; $ 30.070 ; $ 2.000 ; $ -   ; $ 32.070 
13;P138;C204;17/7/2025;Si;Credito;Si; O1129 ; $ 6.492 ; $ 84.401 ; $ 2.000 ; $ 4.220 ; $ 90.621 
4;P146;C204;17/7/2025;Si;Credito;Si; O1143 ; $ 4.442 ; $ 17.769 ; $ 2.000 ; $ 888 ; $ 20.657 
16;P057;C204;19/7/2025;Si;Efectivo;No; O1291 ; $ 3.417 ; $ 54.673 ; $ 2.000 ; $ -   ; $ 56.673 
5;P062;C204;20/7/2025;No;Efectivo;No; O1350 ; $ 5.126 ; $ 25.628 ; $ -   ; $ -   ; $ 25.628 
7;P073;C204;27/7/2025;No;Efectivo;No; O1771 ; $ 4.442 ; $ 31.095 ; $ -   ; $ -   ; $ 31.095 
2;P114;C205;12/7/2025;No;Credito;Si; O0793 ; $ 3.930 ; $ 7.859 ; $ -   ; $ 393 ; $ 8.252 
2;P130;C205;13/7/2025;Si;Efectivo;No; O0848 ; $ 4.271 ; $ 8.543 ; $ 2.000 ; $ -   ; $ 10.543 
18;P123;C205;14/7/2025;No;Efectivo;No; O0965 ; $ 2.734 ; $ 49.205 ; $ -   ; $ -   ; $ 49.205 
12;P044;C205;17/7/2025;No;Efectivo;No; O1141 ; $ 5.126 ; $ 61.507 ; $ -   ; $ -   ; $ 61.507 
17;P100;C205;17/7/2025;Si;Credito;Si; O1161 ; $ 2.392 ; $ 40.663 ; $ 2.000 ; $ 2.033 ; $ 44.696 
19;P053;C205;20/7/2025;No;Credito;Si; O1342 ; $ 2.050 ; $ 38.954 ; $ -   ; $ 1.948 ; $ 40.902 
14;P062;C205;25/7/2025;No;Efectivo;No; O1678 ; $ 5.126 ; $ 71.758 ; $ -   ; $ -   ; $ 71.758 
15;P010;C206;5/7/2025;No;Efectivo;No; O0319 ; $ 3.759 ; $ 56.381 ; $ -   ; $ -   ; $ 56.381 
11;P046;C206;15/7/2025;Si;Efectivo;No; O0989 ; $ 2.050 ; $ 22.552 ; $ 2.000 ; $ -   ; $ 24.552 
15;P031;C206;21/7/2025;Si;Efectivo;No; O1427 ; $ 2.392 ; $ 35.879 ; $ 2.000 ; $ -   ; $ 37.879 
13;P008;C206;26/7/2025;No;Efectivo;No; O1727 ; $ 3.075 ; $ 39.979 ; $ -   ; $ -   ; $ 39.979 
1;P127;C206;27/7/2025;No;Credito;Si; O1750 ; $ 4.100 ; $ 4.100 ; $ -   ; $ 205 ; $ 4.305 
15;P054;C206;27/7/2025;Si;Credito;Si; O1785 ; $ 3.417 ; $ 51.256 ; $ 2.000 ; $ 2.563 ; $ 55.818 
7;P134;C206;30/7/2025;No;Efectivo;No; O1986 ; $ 4.271 ; $ 29.899 ; $ -   ; $ -   ; $ 29.899 
12;P020;C207;9/7/2025;No;Credito;Si; O0561 ; $ 2.050 ; $ 24.603 ; $ -   ; $ 1.230 ; $ 25.833 
16;P138;C207;11/7/2025;No;Efectivo;No; O0720 ; $ 6.492 ; $ 103.878 ; $ -   ; $ -   ; $ 103.878 
8;P012;C207;13/7/2025;Si;Credito;Si; O0869 ; $ 5.126 ; $ 41.004 ; $ 2.000 ; $ 2.050 ; $ 45.055 
8;P051;C207;23/7/2025;Si;Efectivo;No; O1524 ; $ 2.050 ; $ 16.402 ; $ 2.000 ; $ -   ; $ 18.402 
15;P028;C208;2/7/2025;No;Efectivo;No; O0094 ; $ 5.980 ; $ 89.697 ; $ -   ; $ -   ; $ 89.697 
20;P091;C208;6/7/2025;Si;Efectivo;No; O0382 ; $ 5.126 ; $ 102.511 ; $ 2.000 ; $ -   ; $ 104.511 
3;P115;C208;7/7/2025;No;Efectivo;No; O0473 ; $ 3.930 ; $ 11.789 ; $ -   ; $ -   ; $ 11.789 
17;P105;C208;9/7/2025;No;Efectivo;No; O0545 ; $ 5.809 ; $ 98.752 ; $ -   ; $ -   ; $ 98.752 
19;P094;C208;10/7/2025;Si;Credito;Si; O0652 ; $ 6.151 ; $ 116.863 ; $ 2.000 ; $ 5.843 ; $ 124.706 
3;P012;C208;11/7/2025;Si;Efectivo;No; O0717 ; $ 5.126 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
15;P029;C208;12/7/2025;Si;Efectivo;No; O0783 ; $ 2.050 ; $ 30.753 ; $ 2.000 ; $ -   ; $ 32.753 
10;P094;C208;14/7/2025;Si;Efectivo;No; O0927 ; $ 6.151 ; $ 61.507 ; $ 2.000 ; $ -   ; $ 63.507 
10;P143;C208;16/7/2025;Si;Efectivo;No; O1060 ; $ 3.417 ; $ 34.170 ; $ 2.000 ; $ -   ; $ 36.170 
9;P052;C208;19/7/2025;Si;Efectivo;No; O1254 ; $ 2.050 ; $ 18.452 ; $ 2.000 ; $ -   ; $ 20.452 
18;P144;C208;21/7/2025;No;Efectivo;No; O1436 ; $ 3.930 ; $ 70.733 ; $ -   ; $ -   ; $ 70.733 
15;P043;C208;27/7/2025;No;Credito;Si; O1792 ; $ 5.126 ; $ 76.883 ; $ -   ; $ 3.844 ; $ 80.727 
10;P067;C209;2/7/2025;Si;Credito;Si; O0145 ; $ 4.442 ; $ 44.421 ; $ 2.000 ; $ 2.221 ; $ 48.643 
8;P139;C209;7/7/2025;No;Credito;Si; O0466 ; $ 6.492 ; $ 51.939 ; $ -   ; $ 2.597 ; $ 54.536 
2;P089;C209;10/7/2025;No;Efectivo;No; O0633 ; $ 2.392 ; $ 4.784 ; $ -   ; $ -   ; $ 4.784 
5;P128;C209;11/7/2025;No;Efectivo;No; O0708 ; $ 4.100 ; $ 20.502 ; $ -   ; $ -   ; $ 20.502 
4;P068;C209;14/7/2025;Si;Efectivo;No; O0913 ; $ 4.442 ; $ 17.769 ; $ 2.000 ; $ -   ; $ 19.769 
18;P044;C209;15/7/2025;Si;Efectivo;No; O1006 ; $ 5.126 ; $ 92.260 ; $ 2.000 ; $ -   ; $ 94.260 
12;P015;C209;16/7/2025;No;Credito;Si; O1065 ; $ 5.296 ; $ 63.557 ; $ -   ; $ 3.178 ; $ 66.735 
17;P122;C209;19/7/2025;No;Efectivo;No; O1246 ; $ 2.734 ; $ 46.472 ; $ -   ; $ -   ; $ 46.472 
16;P102;C209;23/7/2025;No;Credito;Si; O1527 ; $ 4.613 ; $ 73.808 ; $ -   ; $ 3.690 ; $ 77.498 
19;P149;C210;3/7/2025;No;Efectivo;No; O0210 ; $ 5.296 ; $ 100.632 ; $ -   ; $ -   ; $ 100.632 
4;P050;C210;15/7/2025;Si;Efectivo;No; O1038 ; $ 2.050 ; $ 8.201 ; $ 2.000 ; $ -   ; $ 10.201 
12;P140;C210;24/7/2025;No;Efectivo;No; O1574 ; $ 6.492 ; $ 77.908 ; $ -   ; $ -   ; $ 77.908 
16;P046;C210;25/7/2025;No;Efectivo;No; O1648 ; $ 2.050 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
19;P047;C210;28/7/2025;Si;Efectivo;No; O1823 ; $ 2.050 ; $ 38.954 ; $ 2.000 ; $ -   ; $ 40.954 
18;P050;C211;6/7/2025;Si;Efectivo;No; O0358 ; $ 2.050 ; $ 36.904 ; $ 2.000 ; $ -   ; $ 38.904 
15;P121;C211;6/7/2025;No;Efectivo;No; O0401 ; $ 2.734 ; $ 41.004 ; $ -   ; $ -   ; $ 41.004 
15;P047;C211;12/7/2025;No;Efectivo;No; O0773 ; $ 2.050 ; $ 30.753 ; $ -   ; $ -   ; $ 30.753 
20;P132;C211;14/7/2025;No;Credito;Si; O0947 ; $ 4.271 ; $ 85.426 ; $ -   ; $ 4.271 ; $ 89.697 
3;P084;C211;14/7/2025;Si;Efectivo;No; O0966 ; $ 5.126 ; $ 15.377 ; $ 2.000 ; $ -   ; $ 17.377 
13;P092;C211;15/7/2025;No;Credito;Si; O0973 ; $ 5.126 ; $ 66.632 ; $ -   ; $ 3.332 ; $ 69.964 
20;P099;C212;4/7/2025;Si;Efectivo;No; O0247 ; $ 4.271 ; $ 85.426 ; $ 2.000 ; $ -   ; $ 87.426 
16;P032;C212;16/7/2025;No;Credito;Si; O1084 ; $ 2.563 ; $ 41.004 ; $ -   ; $ 2.050 ; $ 43.055 
12;P028;C212;18/7/2025;Si;Credito;Si; O1223 ; $ 5.980 ; $ 71.758 ; $ 2.000 ; $ 3.588 ; $ 77.346 
15;P076;C212;19/7/2025;No;Efectivo;No; O1299 ; $ 2.563 ; $ 38.442 ; $ -   ; $ -   ; $ 38.442 
15;P056;C212;23/7/2025;Si;Efectivo;No; O1506 ; $ 3.417 ; $ 51.256 ; $ 2.000 ; $ -   ; $ 53.256 
3;P004;C212;23/7/2025;No;Efectivo;No; O1559 ; $ 2.050 ; $ 6.151 ; $ -   ; $ -   ; $ 6.151 
9;P075;C212;24/7/2025;No;Efectivo;No; O1586 ; $ 1.879 ; $ 16.914 ; $ -   ; $ -   ; $ 16.914 
4;P113;C212;26/7/2025;Si;Credito;Si; O1698 ; $ 3.930 ; $ 15.718 ; $ 2.000 ; $ 786 ; $ 18.504 
8;P126;C213;5/7/2025;Si;Efectivo;No; O0323 ; $ 4.100 ; $ 32.804 ; $ 2.000 ; $ -   ; $ 34.804 
4;P032;C213;15/7/2025;Si;Efectivo;No; O0993 ; $ 2.563 ; $ 10.251 ; $ 2.000 ; $ -   ; $ 12.251 
7;P002;C213;16/7/2025;Si;Credito;Si; O1078 ; $ 1.367 ; $ 9.568 ; $ 2.000 ; $ 478 ; $ 12.046 
12;P096;C214;3/7/2025;Si;Efectivo;No; O0167 ; $ 4.271 ; $ 51.256 ; $ 2.000 ; $ -   ; $ 53.256 
8;P006;C214;6/7/2025;No;Credito;Si; O0395 ; $ 2.563 ; $ 20.502 ; $ -   ; $ 1.025 ; $ 21.527 
1;P124;C214;8/7/2025;Si;Efectivo;No; O0494 ; $ 2.734 ; $ 2.734 ; $ 2.000 ; $ -   ; $ 4.734 
6;P002;C214;9/7/2025;Si;Efectivo;No; O0562 ; $ 1.367 ; $ 8.201 ; $ 2.000 ; $ -   ; $ 10.201 
